seed,source,redshift,log_a,p,s,populated_bins,weighted_log_residual,peak_height_max_relative_error,collapse_threshold
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.4493.000.mf.out,0.449338,-0.16924174071754605,0.8228244284120726,0.3151975462284281,47,0.02257567183584441,0.001076067661419433,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.4072.000.mf.out,0.407205,-0.1637341891497314,0.8430573254436617,0.30874011679680546,48,0.02283373735988498,0.0009932391787141892,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.3661.000.mf.out,0.366101,-0.16149505535240025,0.855281305009988,0.30402863960917653,48,0.02322609987837458,0.0009060309734472138,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.3260.000.mf.out,0.325966,-0.1600597010766705,0.8659942656331158,0.29989648265722657,49,0.023579673994360516,0.0008315840293435794,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.2867.000.mf.out,0.286745,-0.15844612724748983,0.8764165283693877,0.2960518327805172,49,0.02385199557019044,0.0007385989501722534,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.2484.000.mf.out,0.248384,-0.15689386799884344,0.8858431625692754,0.293023326974027,49,0.02428401221306868,0.0006442708626990257,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.2108.000.mf.out,0.210832,-0.1529194233392065,0.8992009723106106,0.2899385151094932,51,0.024739325833128045,0.0005675838900318642,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.1740.000.mf.out,0.174043,-0.15131837140374513,0.907855738046045,0.2877390079346565,51,0.025181654085083518,0.0004788388303060831,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.1380.000.mf.out,0.137969,-0.1482663433625628,0.9173013435379742,0.28585688101563395,51,0.025766884505428647,0.0003813239164203175,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.1026.000.mf.out,0.102568,-0.14843073100125448,0.9194537338026982,0.2853181097162316,52,0.026724690544168567,0.0002906257567738546,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.0678.000.mf.out,0.067799,-0.14974103320438858,0.9171755934960016,0.2857391450610642,52,0.028126536329576436,0.00022678065832004712,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.0336.000.mf.out,0.033622,-0.1497940676269692,0.9196376433202832,0.2853242567571297,52,0.02894714582949646,5.220749881607034e-05,1.686
7,/leonardo_scratch/large/userexternal/tbatalha/AB-MAH/Sims/L3870N2160/fullsky_z0493_ensemble/seed008231/pinocchio.0.0000.000.mf.out,0.0,-0.14994856027787412,0.9225235521057136,0.2848038642534078,53,0.02954307299677846,1.5938551789718147e-05,1.686
