zbin,massbin,n_sample,lower,upper,count,expected,sigma,ratio,pull
1,2,1461,0.2,0.24000000000000002,0,1.8158348131195222e-07,0.0004261261324169112,0.0,-0.0004261261337858892
1,2,1461,0.24000000000000002,0.28,0,1.645648428763173e-06,0.0012828282777236763,0.0,-0.0012828283078412533
1,2,1461,0.28,0.32,0,1.3133268290789097e-05,0.0036239848687194486,0.0,-0.003623985410134948
1,2,1461,0.32,0.36,0,9.234617127268307e-05,0.00960968753902255,0.0,-0.009609695517953966
1,2,1461,0.36,0.4,0,0.000572242215437076,0.023921536346157474,0.0,-0.023921633090635313
1,2,1461,0.4,0.44,0,0.003124647762118223,0.05589806453579721,0.0,-0.05589903314303832
1,2,1461,0.44,0.48000000000000004,0,0.015025831075401947,0.12257587994474115,0.0,-0.12258391359030663
1,2,1461,0.48000000000000004,0.52,0,0.06356667490663664,0.25209665990830327,0.0,-0.25215199173903435
1,2,1461,0.52,0.56,0,0.2361926169834261,0.4858381044066867,0.0,-0.48615498628265963
1,2,1461,0.56,0.6000000000000001,1,0.7690901679831793,0.8762237126530575,1.3002376595482246,0.26352839883511564
1,2,1461,0.6000000000000001,0.64,1,2.1883519632471566,1.4763276713158102,0.4569648835263974,-0.8049378104442161
1,2,1461,0.64,0.6799999999999999,10,5.422094581675016,2.3187891634295017,1.844305710526864,1.9742654875763854
1,2,1461,0.6799999999999999,0.72,12,11.650742905080381,3.3870097998600723,1.029977238169707,0.10311664729580865
1,2,1461,0.72,0.76,14,21.620620127660334,4.591489458662451,0.6475299930037207,-1.659727240205905
1,2,1461,0.76,0.8,35,34.6589752863554,5.781266869280222,1.0098394343983637,0.05898788645386621
1,2,1461,0.8,0.8400000000000001,42,49.531840556015695,6.877157259602731,0.8479394169191449,-1.0951967901415682
1,2,1461,0.8400000000000001,0.8800000000000001,82,72.69972258493341,8.285973697456246,1.1279272751584615,1.1224121334010182
1,2,1461,0.8800000000000001,0.9199999999999999,138,131.97648128799193,10.941321487569489,1.0456408494394078,0.550529359625474
1,2,1461,0.9199999999999999,0.96,240,250.21112571762959,14.363833669354777,0.9591899613242892,-0.7108913924153138
1,2,1461,0.96,1.0,340,353.8317640429318,16.343141765664974,0.9609086423307842,-0.8463344588976597
1,2,1461,1.0,1.04,331,312.09101785666473,15.607619028313644,1.0605880370194432,1.211522533259727
1,2,1461,1.04,1.08,166,159.55116060004698,11.88153912118768,1.040418630461226,0.5427612815290204
1,2,1461,1.08,1.12,39,46.02488152113532,6.670022606959006,0.8473677435126175,-1.0532020556880992
1,2,1461,1.12,1.16,9,7.595866595805705,2.7485956668974976,1.1848549321508135,0.5108548416578212
1,2,1461,1.16,1.2,1,0.7841622183945317,0.8852794976132903,1.275246341308521,0.24380750055475817
1,2,1461,1.2,1.24,0,0.06595152113777858,0.2568030255356234,0.0,-0.25681753943599805
1,2,1461,1.24,1.28,0,0.006655195888740417,0.08157904662394481,0.0,-0.08157972131519133
1,2,1461,1.28,1.32,0,0.0008036503013690854,0.02834870943282592,0.0,-0.028348743821068334
1,2,1461,1.32,1.3599999999999999,0,9.219336892551944e-05,0.009601737084421262,0.0,-0.009601738530739652
1,2,1461,1.3599999999999999,1.4,0,9.223841152872225e-06,0.003037077707563576,0.0,-0.003037077757312912
2,0,47449,0.2,0.24000000000000002,0,0.008139368635964272,0.09021842578456425,0.0,-0.09021847327951117
2,0,47449,0.24000000000000002,0.28,0,0.03889314350661689,0.19721322795924845,0.0,-0.1972136651738881
