zbin,magnitude_lower,magnitude_upper,colour_lower,colour_upper,count,n_magnitude_bin,mean_measured,mean_expected,sigma_mean
0,-23.1,-23.0,1.24,1.28,0,6,1.0127411537460438,1.0089036151737687,0.02305489569208502
0,-23.1,-23.0,1.28,1.32,0,6,1.0127411537460438,1.0089036151737687,0.02305489569208502
0,-23.1,-23.0,1.32,1.3599999999999999,0,6,1.0127411537460438,1.0089036151737687,0.02305489569208502
0,-23.1,-23.0,1.3599999999999999,1.4,0,6,1.0127411537460438,1.0089036151737687,0.02305489569208502
0,-23.0,-22.9,0.2,0.24000000000000002,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.24000000000000002,0.28,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.28,0.32,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.32,0.36,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.36,0.4,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.4,0.44,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.44,0.48000000000000004,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.48000000000000004,0.52,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.52,0.56,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.56,0.6000000000000001,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.6000000000000001,0.64,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.64,0.6799999999999999,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.6799999999999999,0.72,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.72,0.76,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.76,0.8,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.8,0.8400000000000001,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
0,-23.0,-22.9,0.8400000000000001,0.8800000000000001,0,18,0.9967130863892861,1.003741384509099,0.014047042087811296
